G.Av path,G.Assort d,G.Trans,G.Trans Avg,G.Reciprocity,N.StrngA,N.StrngB,N.PagerankA,N.PagerankB,N.HarmCenA,N.HarmCenB,N.EigenCenA,N.EigenCenB,N.EccentrA,N.EccentrB,N.CorenessA,N.CorenessB,N.BetweennA,N.BetweennB,N.HubScoreA,N.HubScoreB,N.AuthScoreA,N.AuthScoreB,Rating
3.977209671026556,-0.027569558630572578,0.11656143759106362,0.22233165815204156,0.4270833333333333,0.0,9.0,0.0010055726247308896,0.04217995548995544,0.0,0.27379844961240374,0.0,0.18968848311792114,0.0,1.0,0,3,0.0,128.0,4.407307557752009e-17,3.525846046201607e-16,3.1032650045125555e-17,0.1918871565572133,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.4270833333333333,0.0,0.0,0.0010007256021286,0.0010007256021286,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,6.287459946547028e-17,6.287459946547028e-17,2.0700051556693157e-17,2.0700051556693157e-17,1
3.9770137719211336,-0.027569558630572578,0.11611030478955008,0.22216631423669764,0.421875,1.0,9.0,0.011609287104459368,0.012404275611532779,0.194573643410853,0.27844961240310145,0.03724238512987546,0.1817213106917711,0.0,1.0,1,3,0.0,129.0,0.0,0.0,2.413650559065321e-17,0.19188715655721342,1
3.9726355737541197,-0.024574878432409533,0.1171303074670571,0.222223647111368,0.4270833333333333,0.0,22.0,0.001003928052544778,0.024631474201140053,0.0,0.30116279069767515,0.0,0.6063174909061917,0.0,6.0,0,5,0.0,792.0909645909646,0.0,0.29421987170908936,2.0651019873511875e-17,0.8495895344409343,-1
3.977209671026556,-0.027569558630572578,0.11656143759106362,0.22233165815204156,0.4270833333333333,0.0,9.0,0.0010055726247308896,0.04217995548995544,0.0,0.27379844961240374,0.0,0.18968848311792094,0.0,1.0,0,3,0.0,128.0,3.777692192358865e-17,4.0295383385161226e-16,1.0344216681708518e-17,0.19188715655721336,1
3.9823657618387163,-0.024549219269400367,0.11606268364348678,0.21351852802718094,0.4270833333333333,1.0,34.0,0.0009997493655346066,0.03475829868436491,0.1835049833887046,0.3303100775193804,0.0,1.0,7.0,5.0,1,5,0.0,3102.00642968143,0.052217094367922864,0.7611571430069229,2.0343443339448312e-17,0.7776338142469493,1
3.977412324152962,-0.03038913907716018,0.11504854368932038,0.21384325288279823,0.4270833333333333,1.0,10.0,0.001000000849323303,0.008568008921611123,0.2160132890365449,0.25438538205980094,4.455124457768478e-17,0.31901067384764625,6.0,6.0,1,5,0.0,346.6524281274281,0.23877983924801519,0.4863431696042478,2.4007863151856625e-17,0.1726901944221432,1
3.970438430040947,-0.02998805168384996,0.11639185257032007,0.22251353645891989,0.4270833333333333,0.0,7.0,0.0010044954527534489,0.009036874211464553,0.0,0.25387596899224835,9.857837691822114e-19,0.14045187056327746,0.0,7.0,0,4,0.0,350.82429792429815,0.0,0.07965627826515197,1.0348051823804854e-17,0.1438728657748291,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.4270833333333333,0.0,0.0,0.0010007256021286,0.0010007256021286,0.0,0.0,5.695741204615096e-19,5.695741204615096e-19,0.0,0.0,0,0,0.0,0.0,5.658713951892326e-17,5.658713951892326e-17,2.0700051556693157e-17,2.0700051556693157e-17,1
3.974031162604874,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.421875,1.0,5.0,0.0011753110222424258,0.0010045393352499364,0.18702104097452968,0.26085271317829506,0.0,0.0,0.0,6.0,1,4,0.0,0.0,6.916205941201726e-17,0.43082503834069524,0.03763378318471775,2.7600068742257547e-17,1
3.985932236972459,-0.030671271295214294,0.11611030478955008,0.22216631423669764,0.421875,3.0,11.0,0.0043564691148980095,0.006439928034991171,0.24341085271317844,0.2831782945736442,0.04363300655682469,0.14557744983342735,6.0,6.0,2,5,158.0,775.9616605616604,0.2875880069694496,0.7861756961326702,0.07126310595597588,0.16293531502246988,1
3.969137035557331,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.421875,1.0,2.0,0.0014342226992702354,0.001006472069663323,0.1696788482834993,0.22736434108527118,3.5351219434761896e-17,3.530946177280504e-17,0.0,6.0,1,1,0.0,0.0,5.0299679572376217e-17,0.2976702290526507,0.02600233473861811,3.4500085927821924e-17,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.421875,1.0,1.0,0.0018693636337331879,0.0010104668290449666,0.004651162790697674,0.004651162790697674,1.5298144960489703e-17,2.140992246155803e-17,0.0,1.0,1,1,0.0,0.0,5.658713951892322e-17,4.401221962582917e-17,2.415006014947535e-17,3.4500085927821924e-17,1
3.977209671026556,-0.029563576058255655,0.11611030478955008,0.22216631423669764,0.421875,1.0,3.0,0.002259198044704975,0.0029329939527721386,0.0069767441860465115,0.009302325581395349,1.4471850129879277e-17,1.5521074037719572e-17,0.0,1.0,1,2,0.0,1.0,3.772475967928214e-17,1.0059935914475237e-16,3.450008592782194e-17,1.24200309340159e-16,1
3.977209671026556,-0.029563576058255655,0.11611030478955008,0.22216631423669764,0.421875,1.0,3.0,0.0022591980447036076,0.002932993952768918,0.0069767441860465115,0.009302325581395349,0.0,0.0,0.0,1.0,1,2,0.0,1.0,4.4012219625829166e-17,1.2574919893094045e-16,3.450008592782194e-17,1.24200309340159e-16,1
3.977209671026556,-0.029563576058255655,0.11616650532429816,0.22450490701813655,0.4270833333333333,0.0,2.0,0.0010055726247308646,0.0067038174981767385,0.0,0.004651162790697674,0.0,1.6154306036577114e-17,0.0,1.0,0,2,0.0,0.0,6.287459946547028e-17,1.383241188240346e-16,1.725004296391097e-17,2.7600068742257556e-17,1
3.977209671026556,-0.029563576058255655,0.11616650532429816,0.22450490701813655,0.4270833333333333,0.0,2.0,0.0010055726247308646,0.0067038174981767385,0.0,0.004651162790697674,0.0,0.0,0.0,1.0,0,2,0.0,0.0,6.91620594120173e-17,1.1317427903784649e-16,2.0700051556693163e-17,3.450008592782194e-17,1
3.9770137719211336,-0.029563576058255655,0.11616650532429816,0.22450490701813655,0.4270833333333333,0.0,1.0,0.0010007256021286,0.00185134236393791,0.0,0.004651162790697674,3.0286951745104976e-17,4.0029465007829634e-17,0.0,0.0,0,1,0.0,0.0,3.1437299732735125e-17,3.1437299732735125e-17,1.3800034371128758e-17,6.900017185564379e-18,1
3.9772119290597443,-0.02900512590746256,0.1162227602905569,0.2268932570927976,0.4270833333333333,1.0,1.0,0.0010000023088705024,0.0010000023088705024,0.1870542635658918,0.17441860465116288,0.0,0.0,7.0,7.0,1,1,0.0,0.0,0.0,0.002127988523356345,2.7600068742257528e-17,2.7600068742257528e-17,1
3.9874170216982066,-0.02900512590746256,0.11633543383422201,0.22450490701813655,0.4270833333333333,1.0,3.0,0.0009997479067256768,0.0009997479067256768,0.14155038759689922,0.25635658914728726,0.0,0.0,8.0,6.0,1,3,0.0,0.0,3.772475967928214e-17,0.47717642551022815,3.450008592782194e-18,-0.0,1
3.9770137719211336,-0.029563576058255655,0.11616650532429816,0.22450490701813655,0.4270833333333333,0.0,1.0,0.0010007256021286,0.00185134236393791,0.0,0.004651162790697674,4.475542495215096e-18,3.63806880464674e-18,0.0,0.0,0,1,0.0,0.0,3.1437299732735125e-17,3.1437299732735125e-17,1.3800034371128758e-17,6.900017185564379e-18,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.4270833333333333,0.0,0.0,0.0010007256021286,0.0010007256021286,0.0,0.0,1.8283121417752547e-17,1.8283121417752547e-17,0.0,0.0,0,0,0.0,0.0,5.02996795723762e-17,5.02996795723762e-17,1.380003437112877e-17,1.380003437112877e-17,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.4270833333333333,0.0,0.0,0.0010007256021286,0.0010007256021286,0.0,0.0,1.6914124781576282e-17,1.6914124781576282e-17,0.0,0.0,0,0,0.0,0.0,5.658713951892324e-17,5.658713951892324e-17,1.0350025778346579e-17,1.0350025778346579e-17,1
3.969137035557331,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.421875,1.0,2.0,0.0014342226992702354,0.001006472069663323,0.1696788482834993,0.22736434108527118,5.6066161476388226e-18,7.585146604737601e-18,0.0,6.0,1,1,0.0,0.0,5.0299679572376217e-17,0.2976702290526507,0.026002334738618117,4.83001202989507e-17,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.4270833333333333,0.0,0.0,0.0010007256021286,0.0010007256021286,0.0,0.0,8.984610111020774e-18,8.984610111020774e-18,0.0,0.0,0,0,0.0,0.0,5.02996795723762e-17,5.02996795723762e-17,1.0350025778346579e-17,1.0350025778346579e-17,1
3.9731376073497104,-0.026822346757259106,0.11611030478955008,0.22216631423669764,0.421875,1.0,13.0,0.0050095056777664975,0.014069727901526425,0.1937652270210413,0.2786046511627914,0.08381460041064802,0.4086811139291278,0.0,6.0,1,5,0.0,569.1451159951159,4.393724983464501e-17,0.23478234812886248,0.020512538598152365,0.3644285076544452,-1
3.9699390791970437,-0.031030446922449103,0.11633543383422201,0.22355520312558655,0.4270833333333333,0.0,4.0,0.0010050017018135228,0.004417222999786502,0.0,0.2500000000000002,1.0681021880173537e-17,0.23464721126986854,0.0,8.0,0,3,0.0,340.3166666666666,0.0,0.011995690696431858,2.069539788573304e-17,0.09715358082019417,1
3.962352706211304,-0.02976634406962915,0.11611030478955008,0.22216631423669764,0.421875,2.0,3.0,0.0023895323289625987,0.0016768647922542975,0.14909191583610193,0.14909191583610193,0.0027299065237725265,0.0022655904253080037,0.0,8.0,2,2,0.0,0.0,1.2574919582373065e-16,0.008541568562255223,0.0018454810005138554,0.0010993508812833816,1
3.9777095304141072,-0.02912609473960127,0.11375789985415653,0.21930421106209444,0.4270833333333333,8.0,4.0,0.008790094191458106,0.0031677650885862467,0.23818383167220383,0.2389922480620156,0.2752345187162728,0.20513616247129463,6.0,7.0,4,4,233.0077811077811,97.93072483072478,0.3051106311423841,0.07502898428832902,0.11718892375016415,0.06566356755506943,1
3.9769169803843867,-0.02917855625630956,0.11510441962117533,0.2259014332843167,0.4270833333333333,8.0,4.0,0.009021412519862122,0.004524113678604998,0.23895902547065345,0.22167220376522703,0.27985471015579816,0.2691457574186003,6.0,6.0,4,4,238.50778110778106,0.0,0.2908229341264872,0.2977606865017507,0.11677796985690682,0.10696089047830366,1
3.977209671026556,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.421875,2.0,1.0,0.002741604049850834,0.0010154089073521608,0.009302325581395349,0.0069767441860465115,2.2182353936901544e-17,0.0,0.0,1.0,1,1,0.0,0.0,8.802443925165827e-17,5.0299679572376155e-17,3.4500085927821924e-17,1.0350025778346579e-17,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.421875,1.0,1.0,0.0018693636337331879,0.0010104668290449666,0.004651162790697674,0.004651162790697674,0.0,0.0,0.0,1.0,1,1,0.0,0.0,2.5149839786188084e-17,1.8862379839641064e-17,3.1050077335039736e-17,4.1400103113386314e-17,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.421875,1.0,1.0,0.0018693636337331879,0.0010104668290449666,0.004651162790697674,0.004651162790697674,1.388242256818815e-17,1.2532280462368864e-17,0.0,1.0,1,1,0.0,0.0,4.401221962582919e-17,3.7724759679282164e-17,2.415006014947535e-17,3.4500085927821924e-17,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.4270833333333333,0.0,0.0,0.0010007256021286,0.0010007256021286,0.0,0.0,2.995086063080012e-17,2.995086063080012e-17,0.0,0.0,0,0,0.0,0.0,6.287459946547025e-17,6.287459946547025e-17,1.380003437112877e-17,1.380003437112877e-17,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.4270833333333333,0.0,0.0,0.0010007256021286,0.0010007256021286,0.0,0.0,9.647875553862739e-19,9.647875553862739e-19,0.0,0.0,0,0,0.0,0.0,6.287459946547025e-17,6.287459946547025e-17,1.7250042963910962e-17,1.7250042963910962e-17,1
3.9727354439229003,-0.02905679461025693,0.11633543383422201,0.2249440920144754,0.4270833333333333,0.0,5.0,0.0010045147663441144,0.005033014959074322,0.0,0.22632336655592467,0.0,0.1752837612255278,0.0,6.0,0,4,0.0,71.46666666666665,1.8861538954995022e-17,0.2756717857121141,1.724806431007199e-17,0.06365893357183795,1
3.974033756117048,-0.028738561435924927,0.11656143759106362,0.22291036185574528,0.4270833333333333,0.0,9.0,0.0010045320887906402,0.007116795075552235,0.0,0.26651162790697724,0.0,0.18022178464792463,0.0,6.0,0,5,0.0,510.28380230880236,3.7703060509919226e-17,0.2846832130337633,1.3788764242135898e-17,0.21876701769387394,1
3.9770137719211336,-0.0296649600639424,0.11611030478955008,0.22216631423669764,0.421875,1.0,2.0,0.003831967549678717,0.003306330220708543,0.14704318936877073,0.1871317829457369,0.009855499716026951,0.048089141435845036,0.0,1.0,1,1,0.0,124.0,3.7724758838944923e-17,1.0059935690385312e-16,0.0,0.0010500830489445804,1
3.918141819298066,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.421875,3.0,2.0,0.0031431382540449753,0.001015397036418207,0.20953488372093035,0.18895902547065385,0.04610481448930932,3.1136241639301973e-17,0.0,7.0,2,2,0.0,0.0,2.2634855807569287e-16,0.03313394427980228,0.07367712750074941,4.8300120298950673e-17,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.4270833333333333,0.0,0.0,0.0010007256021286,0.0010007256021286,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.1437299732735125e-17,3.1437299732735125e-17,1.380003437112877e-17,1.380003437112877e-17,1
3.977601585728444,-0.028448911877824775,0.11611030478955008,0.22216631423669764,0.421875,1.0,7.0,0.002432605057808973,0.006677397298970414,0.011627906976744186,0.018604651162790697,3.163551162792776e-17,6.296285116759333e-17,0.0,1.0,1,4,0.0,7.0,6.287459946547025e-17,4.023974365790096e-16,6.900017185564388e-18,5.5200137484515106e-17,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.421875,1.0,1.0,0.0018693636337331879,0.0010104668290449666,0.004651162790697674,0.004651162790697674,0.0,3.608697021862174e-18,0.0,1.0,1,1,0.0,0.0,4.401221962582919e-17,3.7724759679282164e-17,3.1050077335039736e-17,3.4500085927821924e-17,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.4270833333333333,0.0,0.0,0.0010007256021286,0.0010007256021286,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5.02996795723762e-17,5.02996795723762e-17,2.0700051556693163e-17,2.0700051556693163e-17,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.4270833333333333,0.0,0.0,0.0010007256021286,0.0010007256021286,0.0,0.0,1.53813574617796e-17,1.53813574617796e-17,0.0,0.0,0,0,0.0,0.0,5.02996795723762e-17,5.02996795723762e-17,1.380003437112877e-17,1.380003437112877e-17,1
3.9099784194841227,-0.030071266790332927,0.11611030478955008,0.22216631423669764,0.421875,4.0,4.0,0.002501981664753211,0.003428741597251531,0.2501550387596902,0.18806201550387627,0.04933829397388657,0.0,6.0,7.0,3,3,247.47261904761905,156.0,0.29880679089588086,0.012375052851204445,0.04041264388027421,2.885390684922644e-05,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.4270833333333333,0.0,0.0,0.0010007256021286,0.0010007256021286,0.0,0.0,1.6847297934766197e-17,1.6847297934766197e-17,0.0,0.0,0,0,0.0,0.0,7.54495193585643e-17,7.54495193585643e-17,1.725004296391097e-17,1.725004296391097e-17,1
3.9551127214170694,-0.028745800839284887,0.11611030478955008,0.22216631423669764,0.421875,3.0,4.0,0.009581050710815438,0.0015468877084320396,0.14909191583610193,0.18806201550387627,0.0027245252423283846,0.010569480930138158,1.0,7.0,3,3,0.0,242.0,0.00032161076613451976,0.012368467472340165,0.001108502836848937,0.026828212602055337,1
3.976817911630672,-0.028745800839284887,0.11611030478955008,0.22216631423669764,0.421875,3.0,2.0,0.005172396585820204,0.0027958900463892996,0.14909191583610193,0.14909191583610193,0.0027558327825941433,0.0022871075245039806,8.0,9.0,2,2,79.0,0.0,0.00799183185390462,0.00032137499124539244,0.001107705834399504,0.0010796328445289512,1
3.9770137719211336,-0.031234669572370515,0.11611030478955008,0.22216631423669764,0.421875,2.0,1.0,0.0018509609304941568,0.0010005194218887334,0.22736434108527118,0.1696788482834993,0.0,0.0,6.0,7.0,1,1,81.0,0.0,0.28984772054993047,3.143333387260994e-17,6.215716618627595e-17,2.417223129466287e-17,1
3.968989126057189,-0.02263723638383277,0.11776251226692837,0.22453371466944877,0.4270833333333333,2.0,30.0,0.006650400323678667,0.02578051103665539,0.004651162790697674,0.3449612403100776,9.068981639905069e-18,0.3657092105643778,1.0,5.0,2,5,0.0,2127.1320512820507,5.023215774888807e-17,0.484991004980092,2.1535536104394615e-17,1.0,-1
3.9631895687061185,-0.029106468801322012,0.1162227602905569,0.22216631423669764,0.4270833333333333,2.0,0.0,0.0015094425575426544,0.0009969352412231196,0.2134883720930234,0.0,0.049410389457733815,3.123629038875145e-17,8.0,0.0,2,0,56.60079365079366,0.0,0.0087725406735433,6.287457999076248e-17,0.03933412999463271,-0.0,1
3.9694458312531204,-0.02884708328939127,0.11633543383422201,0.22216631423669764,0.4270833333333333,2.0,2.0,0.00151654864836696,0.00250230022737524,0.21046511627907,0.20151716500553726,0.04940932317038503,0.056941994369504735,1.0,7.0,1,2,123.0,40.003571428571426,1.6347250487530842e-16,0.020498935068553634,0.03933408838554733,0.02944751684223426,1
3.9770137719211336,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.4270833333333333,0.0,0.0,0.0010007256021286,0.0010007256021286,0.0,0.0,1.5208941046125833e-17,1.5208941046125833e-17,0.0,0.0,0,0,0.0,0.0,5.02996795723762e-17,5.02996795723762e-17,1.3800034371128777e-17,1.3800034371128777e-17,1
3.969137035557331,-0.030230463993877323,0.11616650532429816,0.22450490701813655,0.4270833333333333,0.0,1.0,0.0010041969532841365,0.0010041969532841365,0.0,0.22271317829457352,7.303369172770871e-18,7.303369172770871e-18,0.0,6.0,0,1,0.0,0.0,1.2574919893094043e-17,0.2901262686975117,2.415006014947535e-17,2.415006014947535e-17,1
3.9770137719211336,-0.029563576058255655,0.11611030478955008,0.22216631423669764,0.421875,1.0,2.0,0.0026102244675248474,0.0018771293546825918,0.0069767441860465115,0.009302325581395349,0.0,0.0,0.0,1.0,1,1,0.0,1.0,5.02996795723762e-17,8.802443925165834e-17,1.725004296391097e-17,3.450008592782194e-17,1
3.9770137719211336,-0.03027326409806289,0.11616650532429816,0.22450490701813655,0.4270833333333333,0.0,1.0,0.0010007256021286,0.003891682559843342,0.0,0.22271317829457352,0.0,0.07494929028154985,0.0,0.0,0,1,0.0,0.0,2.5149573588870694e-17,2.5149573588870694e-17,-0.0,0.041464595598484935,-1
3.9770137719211336,-0.029563576058255655,0.11616650532429816,0.22450490701813655,0.4270833333333333,0.0,1.0,0.0010007256021286,0.00185134236393791,0.0,0.004651162790697674,0.0,0.0,0.0,0.0,0,1,0.0,0.0,4.401221962582918e-17,4.401221962582918e-17,6.900017185564382e-18,-0.0,1
3.963846998901428,-0.028347598089086084,0.11633543383422201,0.22216631423669764,0.4270833333333333,0.0,4.0,0.0010046608389246401,0.0042107136893095925,0.0,0.18534883720930265,0.0,0.028034020991132346,0.0,7.0,0,2,0.0,223.3201465201466,-0.0,0.0021279886437527464,3.450008567149848e-18,0.0020208291432077447,1
3.9770137719211336,-0.0296649600639424,0.11616650532429816,0.22450490701813655,0.4270833333333333,0.0,1.0,0.0010007256021286,0.0017875461068022117,0.0,0.14797342192691032,2.4586331216654835e-17,1.6897009025931425e-17,0.0,0.0,0,1,0.0,0.0,1.2574915950472999e-17,1.2574915950472999e-17,3.105006988459429e-17,0.0038558315628054118,-1
3.9770137719211336,-0.029563576058255655,0.11616650532429816,0.22450490701813655,0.4270833333333333,0.0,1.0,0.0010007256021286,0.00185134236393791,0.0,0.004651162790697674,0.0,0.0,0.0,0.0,0,1,0.0,0.0,1.257491989309405e-17,1.257491989309405e-17,6.900017185564382e-18,-0.0,1
3.976817911630672,-0.02904964818960404,0.11611030478955008,0.22216631423669764,0.421875,3.0,3.0,0.005935802202737372,0.004165475229996607,0.013953488372093023,0.013953488372093023,6.613590950664896e-17,3.0477693053175515e-17,2.0,2.0,3,3,0.0,0.0,1.7604887850331669e-16,2.011987182895048e-16,4.140010311338628e-17,2.7600068742257516e-17,1
3.977016049138102,-0.02753368988689697,0.11611030478955008,0.22216631423669764,0.421875,3.0,7.0,0.007170729006895377,0.010420577577256566,0.013953488372093023,0.018604651162790697,4.0754534309988185e-17,5.4948723983149215e-17,3.0,1.0,3,3,0.0,10.0,2.011987182895048e-16,6.035961548685143e-16,9.660024059790141e-17,1.3800034371128775e-16,1
3.971034758290052,-0.030230463993877323,0.1162227602905569,0.22216631423669764,0.4270833333333333,0.0,2.0,0.001004185674195783,0.001004185674195783,0.0,0.2396124031007753,0.0,0.0,0.0,6.0,0,2,0.0,0.0,6.287459946547025e-18,0.5452288826931037,4.48501117061685e-17,8.9700223412337e-17,1
3.977601585728444,-0.028448911877824775,0.11611030478955008,0.22216631423669764,0.421875,1.0,7.0,0.002432605057808973,0.006677397298970414,0.011627906976744186,0.018604651162790697,6.692978627275631e-19,0.0,0.0,1.0,1,4,0.0,7.0,4.401221962582917e-17,3.0179807743425716e-16,6.900017185564388e-18,5.5200137484515106e-17,1
3.9751323279736344,-0.02745527704838966,0.11661807580174927,0.2223977957181791,0.4270833333333333,0.0,9.0,0.0010044051100617857,0.009258658618261811,0.0,0.29023255813953547,0.0,0.021302150492013266,0.0,6.0,0,4,0.0,496.3095238095238,4.401067537868862e-17,0.7194293585368596,1.0351228262822827e-17,0.06048674653405643,1
3.977209671026556,-0.030230463993877323,0.11611030478955008,0.22216631423669764,0.421875,2.0,1.0,0.002741604049850834,0.0010154089073521608,0.009302325581395349,0.0069767441860465115,3.00271777777607e-17,1.7239027397961757e-17,0.0,1.0,1,1,0.0,0.0,1.6347395861022257e-16,6.287459946547021e-17,4.83001202989507e-17,1.7250042963910962e-17,1
