AvgPathLen,Assort,Transit,Recipr,StrengthA,StrengthB,PagerankA,PagerankB,HarmCenA,HarmCenB,EigenCenA,EigenCenB,EccentrA,EccentrB,CorenessA,CorenessB,BetweennA,BetweennB,HubScrA,HubScrB,AuthScrA,AuthScrB,Rating
3.8957821626258946,-0.006429713352698254,0.16536862919171946,0.37933130699088147,3.0,12.0,0.0005945629516356475,0.001813705193719289,0.2690428380187404,0.28189424364123017,0.001302215490407556,0.01442980456576961,6.0,6.0,3,6,0.0,2309.110585735763,0.03651212405880278,0.04449828036015847,0.003388861236729404,0.07345467606289692,1
3.8968045974309855,-0.00619932397495533,0.16538010750515297,0.38054711246200607,3.0,41.0,0.0006349113393760796,0.003214545140259676,0.24414323962516793,0.38246318607764634,0.0013122985593848426,0.08523342697599244,7.0,5.0,3,13,0.0,6915.296037342415,0.0338940861144624,0.6649904885041068,0.0033747070406056636,0.1182037896305604,1
3.8959349402404486,-0.0055899780794349185,0.16534669468239857,0.38054711246200607,3.0,37.0,0.0006362961867870512,0.010761368061403685,0.2572289156626505,0.35528781793842146,0.001313399354335597,0.44360310493283134,6.0,7.0,3,13,0.0,2726.2756429842557,0.01117428681184678,0.223524794494102,0.00336584982134087,0.5074320839560237,1
3.8956986719943587,-0.006680905164842671,0.16536862919171946,0.37933130699088147,1.0,1.0,0.0006952069905945204,0.00037578756248352453,0.002008032128514056,0.002008032128514056,0.0,0.0,0.0,1.0,1,1,0.0,0.0,2.5883104825412103e-18,6.4707762063530255e-18,8.912886918248284e-18,1.0398368071289665e-17,1
3.8956986719943587,-0.006680905164842671,0.16536862919171946,0.37933130699088147,1.0,1.0,0.0006952069905945204,0.00037578756248352453,0.002008032128514056,0.002008032128514056,0.0,0.0,0.0,1.0,1,1,0.0,0.0,2.5883104825412103e-18,6.4707762063530255e-18,8.912886918248284e-18,1.0398368071289665e-17,1
3.8957209510042428,-0.006248583279966642,0.1654220320510233,0.38054711246200607,0.0,9.0,0.00037510859962875293,0.015918244601190085,0.0,0.29109772423025276,1.2280266659058768e-17,0.07835511646942972,0.0,1.0,0,3,0.0,366.0,1.0353217792848402e-17,8.282574234278722e-17,4.456435029276229e-18,0.06392991665134433,1
3.8957209510042428,-0.006248583279966642,0.16530760536089134,0.38054711246200607,1.0,9.0,0.0015212608991869334,0.012518121999101427,0.2569611780455155,0.29210174029450975,0.03470508450703957,0.07519745063798712,0.0,1.0,1,3,0.0,366.0,1.1647370016954461e-17,1.242386135141809e-16,0.011942637587125469,0.06392991665134427,1
3.8957209510042428,-0.006248583279966642,0.1654220320510233,0.38054711246200607,0.0,9.0,0.00037510859962875293,0.015918244601190085,0.0,0.29109772423025276,0.0,0.07835511646942966,0.0,1.0,0,3,0.0,366.0,1.0353217792848407e-17,8.282574234278725e-17,4.456435029276229e-18,0.06392991665134433,1
3.88939901803418,-0.006680905164842671,0.16536862919171946,0.37933130699088147,2.0,1.0,0.001314600404499954,0.00037710136202893344,0.21061388410786064,0.16683878370625518,0.009050963053531886,5.642771796907931e-18,0.0,1.0,1,1,0.0,0.0,3.1059725790494525e-17,7.723970099494877e-06,0.00013363169142601363,1.4854811530413812e-18,1
3.895446403318563,-0.006401041246455447,0.16550220104196114,0.38054711246200607,0.0,24.0,0.0003750371544405462,0.003284735527460283,0.0,0.3440093708166003,0.0,0.17351089082326707,0.0,7.0,0,13,0.0,959.2435486116486,1.4235257098034522e-17,0.3384166181428973,7.42730842996926e-18,0.22888236543239537,-1
3.894138304892995,-0.006670725176474173,0.16538197667379637,0.38054711246200607,0.0,3.0,0.00037502830562098014,0.0010848150582773012,0.0,0.2839692101740279,6.906520120261036e-18,0.05910763011835452,0.0,7.0,0,3,0.0,0.0,1.1647385966619704e-17,0.09030856837487955,2.97096132398666e-18,0.03798686503193646,1
3.8886071149242767,-0.004602443777218304,0.16572976907833542,0.38054711246200607,2.0,62.0,0.0034684701553345716,0.014861215801151196,0.003012048192771084,0.3987282463186104,0.0,0.43107100996740605,1.0,7.0,2,13,0.0,8268.616878180675,5.1745103596284735e-18,0.4247634280091225,-0.0,0.7632428617745288,-1
3.8956986719943587,-0.006655641091464323,0.16536862919171946,0.37933130699088147,2.0,2.0,0.0009630365805231574,0.0006925627498417264,0.2632195448460503,0.19890036335819572,5.587330142814482e-18,5.052228517729575e-18,8.0,9.0,1,1,470.00000000000006,236.00000000000003,0.04435113030814628,7.764913530159379e-18,2.079669965511225e-17,2.079669965511225e-17,1
3.894574337701518,-0.006103131942750103,0.16548215151025683,0.38054711246200607,0.0,19.0,0.0003750226556798274,0.009179814291439357,0.0,0.33888888888888924,0.0,0.11554533643751369,0.0,8.0,0,9,0.0,1985.9730209867998,6.470994447572777e-18,0.18749958791809399,1.6340067453986164e-17,0.17273906853048035,-1
3.8956986719943587,-0.006680905164842671,0.16536862919171946,0.38054711246200607,0.0,0.0,0.00037443208581274396,0.00037443208581274396,0.0,0.0,4.1978025022626014e-18,4.1978025022626014e-18,0.0,0.0,0,0,0.0,0.0,9.059086688894236e-18,9.059086688894236e-18,0.0,0.0,1
3.891909728360144,-0.006680905164842671,0.16537530266343825,0.38054711246200607,0.0,1.0,0.000375038837451251,0.000375038837451251,0.0,0.25083668005354776,7.336312579659958e-19,7.336312579659958e-19,0.0,8.0,0,1,0.0,0.0,7.764931447623636e-18,0.043121450188073965,7.427405765206906e-18,7.427405765206906e-18,1
3.8956986719943587,-0.006680905164842671,0.16536862919171946,0.37933130699088147,1.0,1.0,0.0006952069905945204,0.00037578756248352453,0.002008032128514056,0.002008032128514056,0.0,0.0,0.0,1.0,1,1,0.0,0.0,1.2941552412706051e-18,5.1766209650824206e-18,1.0398368071289665e-17,1.3369330377372427e-17,1
3.8951282172150465,-0.006327378856366377,0.1654888341477204,0.38054711246200607,0.0,20.0,0.00037503112313575534,0.0032281947087476406,0.0,0.3387884872824636,1.8381958564366394e-18,0.13360730117757263,0.0,6.0,0,10,0.0,1143.8013012815893,1.2942031088595933e-17,0.21971544226761663,5.9417955846845395e-18,0.22738116238364842,1
3.894574337701518,-0.006103131942750103,0.16548215151025683,0.38054711246200607,0.0,19.0,0.0003750226556798274,0.009179814291439357,0.0,0.33888888888888924,3.513969468962646e-18,0.11554533643751372,0.0,8.0,0,9,0.0,1985.9730209867998,6.470994447572777e-18,0.18749958791809399,1.6340067453986164e-17,0.17273906853048035,1
3.8957209510042428,-0.006248583279966642,0.1654220320510233,0.38054711246200607,0.0,9.0,0.00037510859962875293,0.015918244601190085,0.0,0.29109772423025276,5.0028124805700764e-18,0.07835511646942975,0.0,1.0,0,3,0.0,366.0,1.0353217792848402e-17,8.282574234278722e-17,4.456435029276229e-18,0.06392991665134433,1
3.8956986719943587,-0.006680905164842671,0.16536862919171946,0.38054711246200607,0.0,0.0,0.00037443208581274396,0.00037443208581274396,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0353241930164844e-17,1.0353241930164844e-17,0.0,0.0,1
3.8956986719943587,-0.006248583279966642,0.16536862919171946,0.37933130699088147,1.0,9.0,0.0042196038910076545,0.004513342007648935,0.21255020080321352,0.29310575635876673,0.0070135448899595445,0.07771698429453679,0.0,1.0,1,3,0.0,367.0,1.552982668927261e-17,1.656514846855745e-16,1.4854783430920764e-18,0.06392991665134433,1
3.894197228245498,-0.005336037880481552,0.16562260033140686,0.38054711246200607,0.0,48.0,0.0003749935157176852,0.01723771449072487,0.0,0.36810575635877035,0.0,0.661264954122116,0.0,7.0,0,13,0.0,2545.41840139724,9.057594231884052e-18,0.25027039885115593,0.0,0.8046560877325385,-1
3.8941265202224944,-0.006038797365457262,0.16549551732493337,0.38054711246200607,0.0,23.0,0.00037504254965066674,0.012135584890007907,0.0,0.3440763052208842,0.0,0.4432239040585671,0.0,7.0,0,11,0.0,1141.4638331015328,1.2941644355215468e-18,0.08282881027078114,1.0397503015738791e-17,0.4462256927406814,1
3.8957209510042428,-0.006248583279966642,0.1654220320510233,0.38054711246200607,0.0,9.0,0.00037510859962875293,0.015918244601190085,0.0,0.29109772423025276,1.6592551275741633e-18,0.07835511646942964,0.0,1.0,0,3,0.0,366.0,1.2941522241060508e-17,8.282574234278725e-17,5.941913372368306e-18,0.06392991665134433,1
3.8968281016793784,-0.004999315378123088,0.1655883542256369,0.38054711246200607,1.0,67.0,0.00037429129444285,0.022978321062518084,0.21867947982405866,0.3909303882195477,6.789039089929609e-18,0.9253675007456309,7.0,7.0,1,13,0.0,8608.355721160231,0.008284154314610473,0.42808354568745155,4.45404815357645e-18,0.8446588843712205,1
3.896111222103395,-0.0064293646406487544,0.1653276272760305,0.38054711246200607,1.0,16.0,0.0003743346165632883,0.004074660598933533,0.2564926372155289,0.30451807228915456,1.1229057679387991e-17,0.2199078071180879,8.0,6.0,1,10,0.0,439.2818647293216,0.04908123660614203,0.14212812706036945,1.4852261668480011e-18,0.14265139501403065,1
3.8945271990195156,-0.006503230630080584,0.16544206701655229,0.38054711246200607,0.0,14.0,0.0003750405795331493,0.0025496109046191703,0.0,0.31275100401606276,0.0,0.15112376679697603,0.0,7.0,0,9,0.0,1354.2777871112633,7.764629271684424e-18,0.07948896622355965,0.0,0.24721291355242575,1
3.889974426360883,-0.006613750256904096,0.16537530266343825,0.38054711246200607,0.0,2.0,0.00037505635775660247,0.0009285961269179703,0.0,0.18627366609294446,5.923604728543103e-18,4.446299832157118e-18,0.0,9.0,0,2,0.0,0.0,9.05908669281749e-18,1.2941552418310698e-17,0.0,0.000661830342211975,1
3.8949409005739066,-0.006693254227382977,0.16536862919171946,0.37933130699088147,1.0,14.0,0.000431866909749386,0.0007339902383629788,0.23092369477911712,0.3288821954484602,0.002424330524925902,0.026863840452372303,0.0,7.0,1,10,0.0,528.8434307895311,3.882451295095827e-18,0.22453583043304276,0.01709936138676111,0.08057097668618177,1
3.8975332291311653,-0.0064439508970387345,0.16536862919171946,0.37933130699088147,4.0,21.0,0.0012316893883313428,0.001991881590882524,0.2778112449799182,0.3291164658634533,0.008130799340793566,0.06210811546989888,8.0,6.0,4,10,223.6703409851797,3070.1814326408744,0.057208714989556875,0.2373266375447284,0.01833286168896571,0.06572649178564147,1
3.8966635719406284,-0.006265540275543445,0.16537436394475405,0.38054711246200607,4.0,21.0,0.0012607540656248443,0.0029278128370313614,0.2713520749665315,0.3125167336010692,0.008200101534225209,0.15194046555994783,6.0,7.0,4,11,266.1891115037279,1287.5324518999187,0.04756757705327087,0.13294263795830163,0.018308997782075474,0.23080983389670187,1
3.8933958706514566,-0.006692090771312951,0.16537530266343825,0.38054711246200607,0.0,2.0,0.00037500830721915227,0.0011965695312547173,0.0,0.2614792503346716,0.0,0.0902446865845844,0.0,7.0,0,2,0.0,0.0,6.470771611930246e-18,0.05780041452673037,1.3369329213233922e-17,0.035850649505751585,1
3.8933382042730713,-0.006645798649162264,0.16536862919171946,0.37933130699088147,1.0,5.0,0.000471564935751585,0.00045338535475240974,0.2066312870529745,0.2801539491298512,0.0003615548261601142,0.004006382376259369,0.0,8.0,1,4,0.0,363.00344003822266,6.4707740675990655e-18,0.06394708529233598,0.004869825449732876,0.02316541438787673,1
3.8956986719943587,-0.0065680228571232055,0.16536862919171946,0.37933130699088147,1.0,3.0,0.0018636015065994747,0.0017474537113319987,0.1865270606234475,0.24390896921017458,0.005318776285303579,0.058937279152921726,0.0,1.0,1,1,0.0,363.0,1.5529860273568587e-17,3.62363406383267e-17,1.4854808501273442e-17,0.01675302285556886,1
3.893346218210102,-0.006606628391957836,0.16536862919171946,0.37933130699088147,1.0,4.0,0.000634845294970856,0.0009151665940483252,0.18883151654236116,0.24755689424364155,0.0,0.0,0.0,8.0,1,2,0.0,235.99999999999997,7.764931447623633e-18,0.026668908354845505,0.0020309437656080556,1.7825773836496566e-17,1
3.893346218210102,-0.006606628391957836,0.16536862919171946,0.37933130699088147,1.0,4.0,0.000634845294970856,0.0009151665940483252,0.18883151654236116,0.24755689424364155,0.0,1.1234116460357996e-18,0.0,8.0,1,2,0.0,235.99999999999997,9.05908668889424e-18,0.026668908354845505,0.0020309437656080556,1.7825773836496566e-17,1
3.8957209510042428,-0.006606628391957836,0.16537530266343825,0.38054711246200607,0.0,2.0,0.00037510859962875244,0.0025007239975141896,0.0,0.002008032128514056,9.95168987071945e-18,8.58854348538841e-18,0.0,1.0,0,2,0.0,0.0,1.2941552412706062e-17,2.5883104825412124e-17,4.4564434591241445e-18,5.9419246121655255e-18,1
3.8957209510042428,-0.006560901540723511,0.1652675760755509,0.38054711246200607,1.0,3.0,0.0010617340448452223,0.0014536440471237357,0.14615206859182628,0.22709409064830804,0.00017092208974864577,0.020987219852540664,0.0,2.0,1,2,0.0,724.0,1.423570641629214e-17,3.6236343605107265e-17,5.032845967044393e-05,0.011383451751954663,1
3.890612110212836,-0.006610189324430966,0.16537530266343825,0.38054711246200607,0.0,2.0,0.00037506257928804663,0.0008367345213053066,0.0,0.1968923312296817,0.0,0.0,0.0,9.0,0,2,0.0,0.0,1.2941552252485522e-17,2.5883104504971043e-17,2.9709622765652983e-18,0.00339252839035124,1
3.8956986719943587,-0.006606628391957836,0.16537530266343825,0.38054711246200607,0.0,1.0,0.00037443208581274396,0.0006926993587535763,0.0,0.002008032128514056,1.108283094507156e-17,1.0475566128387579e-17,0.0,0.0,0,1,0.0,0.0,7.764931447623636e-18,7.764931447623636e-18,7.427405765206906e-18,8.912886918248287e-18,1
3.896134726351788,-0.006333920382010022,0.16536862919171946,0.37933130699088147,5.0,8.0,0.0004751261487511973,0.0007116383842109812,0.2684738955823284,0.27734270414993156,0.0008135467163021158,0.009014889458392253,8.0,6.0,3,6,729.9426915190074,1169.3150036250127,0.0420840840808053,0.05422090800494322,0.004129221646943119,0.05400829934074947,1
3.885542310869822,-0.00633273693267521,0.16540200193735874,0.38054711246200607,5.0,1.0,0.0004903124424512904,0.00037431458931128764,0.26713520749665237,0.26137884872824585,0.000820351075642157,0.0,7.0,8.0,4,1,369.94269151900727,0.0,0.045265243735167555,0.04435223274987598,0.004129453570603424,5.941915054762758e-18,1
3.885542310869822,-0.00633273693267521,0.16540200193735874,0.38054711246200607,5.0,1.0,0.0004902489188056417,0.0003743166005320512,0.26713520749665237,0.22429718875502064,0.0008203444888933338,0.0,7.0,7.0,4,1,369.44269151900727,0.0,0.04526524373516755,0.005513242364308886,0.0041294535706033995,1.4854787636906896e-18,1
3.896287503966342,-0.006360985938264368,0.1654888341477204,0.38054711246200607,5.0,17.0,0.0004903093313142059,0.0008303496576120303,0.25816599732262374,0.3426037483266407,0.0008203595972436099,0.026332681094040328,7.0,7.0,3,11,723.2618630337672,453.1698494462379,0.03597895666562063,0.2538131618646489,0.004129491544484395,0.15769176390704873,1
3.896005452985627,-0.005687253498144386,0.16559582979755122,0.38054711246200607,5.0,35.0,0.0004903096246520691,0.010699888460924034,0.24665327978581028,0.3664323962516755,0.0008203636506981317,0.5764437167870794,7.0,7.0,3,13,727.2671180127063,2256.509807652718,0.012460290887921704,0.209342709404358,0.004129632802839247,0.5571463925441268,1
3.8956986719943587,-0.006606628391957836,0.16537530266343825,0.38054711246200607,0.0,1.0,0.00037443208581274396,0.0006926993587535763,0.0,0.002008032128514056,0.0,0.0,0.0,0.0,0,1,0.0,0.0,7.764931447623636e-18,7.764931447623636e-18,7.427405765206906e-18,8.912886918248287e-18,1
3.8956986719943587,-0.006680905164842671,0.16536862919171946,0.38054711246200607,0.0,0.0,0.00037443208581274396,0.00037443208581274396,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.1647397171435446e-17,1.1647397171435446e-17,-0.0,-0.0,1
3.8956986719943587,-0.006606628391957836,0.16537530266343825,0.38054711246200607,0.0,1.0,0.00037443208581274396,0.0006926993587535763,0.0,0.002008032128514056,1.5388691133313771e-18,4.393171462407536e-18,0.0,0.0,0,1,0.0,0.0,7.764931447623636e-18,7.764931447623636e-18,7.427405765206908e-18,8.91288691824829e-18,1
3.892157209357139,-0.006680905164842671,0.16536862919171946,0.37933130699088147,1.0,2.0,0.0005348799036153721,0.00037535431832657696,0.19462134251290994,0.25829986613119144,2.8822238378915016e-18,1.1534151596081074e-18,0.0,8.0,1,1,0.0,0.0,9.059086688894236e-18,0.04381764477323225,0.00333688845796554,8.912886918248287e-18,1
3.8956986719943587,-0.006680905164842671,0.16536862919171946,0.37933130699088147,1.0,1.0,0.0006952069905945204,0.00037578756248352453,0.002008032128514056,0.002008032128514056,1.3428857463977301e-17,9.589200182648407e-18,0.0,1.0,1,1,0.0,0.0,1.2941552412706051e-18,5.1766209650824206e-18,8.912886918248284e-18,1.0398368071289665e-17,1
3.893406399151494,-0.006610189324430966,0.1652675760755509,0.38054711246200607,1.0,2.0,0.0005348090766038422,0.0005348090766038422,0.15969114553451946,0.2638219544846045,0.0,0.0,0.0,7.0,1,1,0.0,235.00000000000003,9.059086688894241e-18,0.05780043653610371,7.4274057652069e-18,2.079673614257932e-17,1
